reviews,star
"ราคาแพงเท่าฟูจิ แต่คุณภาพของแย่มาก วาซาบิใช้แบบเป็นแป้งเหนียวๆเหมือนโออิชิบุฟเฟ่ต์ กิมจิและขิงดองอย่างถูกๆไม่อร่อยเลย ราคามี service charge 10% ทั้งๆที่ไม่ได้บริการอะไรเลย
ห่วงผักมาก แทบไม่มีผักให้กินเลย ซูชิก็คำเล็กกว่าฟูจิ สรุปไปกินฟูจิดีกว่าครับถ้าจะมากินร้านนี้

เห็นว่าลงโฆษณาในแอพวงในเลยลองไปชิมดู ผิดหวังมากครับ",0
"ไปกินมาหลายครั้ง เพราอยู่ใกล้ มหาวิทยาลัย
ทั้ง2 สาขา ตกแต่งร้านได้น่านั่งมากค่ะ 
บรรยากาศ เหมือนห้องนั่งเล่นคุณยาย ของฝรั่ง
ชวนให้ มอง มุมนั้น มุมนี้ เพลินเลยค่ะ

เค้กรสชาติไม่ประทับใจเท่าไหร่ ราคาสูง ชิ้นเล็ก แต่รสชาติไม่ได้โดดเด่น หรือ ติดใจจนอยากกลับมากินอีก ยิ่ง macaroon ตอนหลัง ขึ้นราคาเป็นชิ้นละ 35 บาท กล่องนึงมี 6ชิ้น เวลาสั่งต้องสั่งยกกล่อง  ทางร้านคละรสมาให้เเล้ว เลือกรสไม่ได้ ส่วนตัวเป็นคนชอบกิน macaroon มากๆ เวลาอยากๆ มักจะไปกินเพราะเป็นร้านที่มีขายที่ใกล้ที่สุดค่ะ มีครั้งนึง ได้รสรัมเรซิ่น แทบอยากจะคายออกมา มันขม และ ไม่เข้ากันสุดๆเลยค่ะ อีกรสนึงมี่ไม่แนะนำคือ พิตาชิโอ้ค่ะ ขมเหมือนยาแก้ไอสมัยเด็กๆ macaroon ที่ร้านนี้ จะใส่สีเยอะจนเวลากิน สีจะติดลิ้น แล้วมันจะขมๆสีในปากครั้งนั้นเสียดายเงินมาก เหมือนถูกหลอกยังไงไม่รู้ หลังจากนั้น ยังไม่ได้ไปอีกเลยค่ะ 

ถ้าแนะนำเค้ก จะเป็นเครปเค้ก กับ บลูเบอรี่ชีสพาย
ค่ะ กินแล้วไม่ผิดหวัง ถ้าเป็นไปได้ ลองเลือกทาน Macaroon  รสผลไม้อ่ะค่ะ อย่าลองรสแปลกๆ เด็ดขาด><",0
"ถ้าให้ดาวมีติดลบ ก็คงกดติดลบไปละจริงๆ
เราไปกินฉลองบัณฑิต+วันเกิด หมดไปเกือบหมื่น(ไปกันหลายคนอยู่) รสชาดอาหารข้างทางยังจะอร่อยกว่า ราคาแพง ก็ถือว่าซื้อบรรยากาศ แต่ที่แย่ที่สุดคือ""บริการ"" พนักงานมารยาทแย่มาก!!! 
เวลาเด็กเสิร์ฟรับออเดอร์ก็จะเชียร์แต่อาหารที่แพงมากๆ อย่างปูไข่หลน ซึ่งกินยากมากและไม่อร่อย!
เราเจอพนักงานที่มีวอก็น่าจะเป็นหัวหน้านิดนึงละ แต่กลับบริการแย่ มารยาทห่วยกว่าพนักงานฟอร์มธรรมดาซะอีก จนทางบ้านทนไม่ไหว บอกพนักงานว่าไปเซิร์ฟโต๊ะอื่นเถอะค่ะ 
จากนั้นเชคบิลเสร็จกำลังจะกลับ หยิบกระเป๋าแล้วบังเอิญญาติทำแก้วน้ำตกแตก ก็เลยถามพนักงานว่า ค่าแก้วเท่าไหร่ คนนึงบอกว่า 30 บาท แต่พนักงานบริการห่วยแตกคนเดิมบอกว่า 50 บาท 
เป็นอะไรที่ งง มาก ตกลงคืออะไร มาตรฐานคืออะไร แก้วน้ำที่ดูเหมือนจะซื้อยกโหลมาราคาสำเพ็ง เทียบกับราคาค่าอาหารทั้งโต๊ะที่เราจ่ายไปเกือบหมื่น เทียบกับความรู้สึกที่ได้รับ บอกเลยว่า ห่วยมากค่ะ!!",0
เคยทานเมื่อปีที่แล้วละเลิกทานไปเลยค่ะ เป็นร้านครัวเปิด คนนั่งทานมองเห็นครัวผ่านกระจกใสๆถ้าไม่สะอาดจริงกรุณาอย่าทำเป็นครัวเปิดดีกว่า เพราะกินไป เห็นแมลงสาบตัวเล็กตัวน้อยเดินไปพาดผ่านกระจกไป ขนมหวานสั่งแปะก๊วยนมสด รสชาติเหมือนนมต้มผสมกลิ่นแมลงสาบ,0
"อาหารเย็นมาก ไม่มีความอุ่นหลงเหลือเลย
ซาลาเปาเย็น แป้งแข็ง เหนียว
เกี๊ยวน้ำ รสชาดน่าจะดี แต่น้ำซุปก็เย็นมากกก
ข้าวหน้าเป็ด น้ำราดอร่อย เข้มข้น แต่ก็ไม่ร้อนอีก
แถม เห็นเอากระดาษที่จดรายการอาหารที่สั่งมาวางไว้ในชามบะหมี่

สรุป อาหารรสชาดแย่ ไม่ร้อน แถมไม่รักษาความสะอาดอีก ... หมดกัน",0
"ก๋วยเตี๋ยวรสชาติน่ากลัวมากๆ
มาลองเพราะได้กลิ่นน้ำซุปหอม
แต่พอกิน ทำไมรสชาติไม่อร่อยเหมือนกลิ่นหอมๆ

ก๋วยเตี๋ยวต้มยำหมู
น้ำพริกเผารสชาติแปลกๆ กลิ่นแปลกๆ แต่หมูนุ่มดี
ไม่อร่อยเลยค่ะ กินแต่หมู

เย็นตาโฟ 
จืดมากๆ ใส่กระเทียมเจียวเยอะมากๆ มันมากๆ ไม่อร่อย

เปลี่ยนร้านด่วนนนน",0
ร้านนี้อยูในซอยตรงข้ามไปรษณีย์กลาง เข้ามากินทดลองความขลัง ความเก่าแก่ของร้านนี้ สั่งก๋วยเตี๋ยวเป็ด ได้เนื้อเป็ดสับมาทั้งกระดูก 1 ชิ้น ก๋วยเตี๋ยวน่องไก่ ได้ไก่ชิ้นใหญ่กว่า เป็ดพอได้ แต่เสียน้ำซุปไม่อร่อย ขนมปังสังขยา ขนมปังไม่อร่อยด้านๆ ไม่ฟู สังขยาก็น้อยไม่พอจิ้ม สั่งกาแฟเย็น กะโอเลี้ยง ใสมากไม่อร่อยเลย ร้านข้างทางชงอร่อยกว่าเยอะอ่ะ,0
"เป็นร้านอาหารเหนือ มีหมูทอด น้ำพริก แคบหมู ข้าวซอย แกงขนุน แกงอ่อม แกงฮังเล ฯลฯ

ในกรุงเทพหาร้านอาหารเหนือที่มีเมนูแบบนี้ได้ยาก
แต่เสียดายร้านนี้ทำไม่อร่อย และราคาค่อนข้างแพง กินข้าวเหนียว หมูทอด น้ำพริก น้ำเปล่า หมดไปสองร้อยบาท
ร้านตกแต่งแบบภาคเหนือมีการเสิร์ฟอาหารด้วยพานโตก
แต่ไม่สะอาด ยิ่งบริการยิ่งไม่ได้เรื่อง เด็กเสิร์ฟคิดแต่จะเอาทิป ขนาดทอน 13 บาทยังได้แต่เศษเหรียญบาท เจอแบบนี้สองครั้งแล้ว เบื่อ",0
"ร้านอาหารครบเครื่อง เปิดมาเป็น 20 กว่าปี แล้วมั้ง เดิมทีเมนูมีให้เลือกน้อย ที่ขึ้นชื่อคือก๋วยเตี๋ยวยกบก ตล้ายก๋วยเตี๋ยวลุยสวนแต่ฝไม่ได้ห่อให้เท่านั้นเอง มากัน 4 คน จัดไปหลายอย่าง
เส้นเล็กหมูย่างน้ำ 30฿
ยำบก หมูย่าง กุ้งสด 40฿
ขนมจีนซาวน้ำ 40฿ 
ปอเปี๊ยสดญวนไส้หมูยอ 25฿ 
ก๋วยเตี๋ยวหลอด 25฿ ไม่อร่อย น้ำราดไม่ได้ ปกติเขาจะใส่หมูน้ำชั้นต้มพะโล้ หั่นเล็กๆ 
เกี๊ยวกุ้งทอด  ชิ้นใหญ่ 
ติ๋มซำ 
ขนมปังเย็น 15฿ หวานมาก ขนมปัง ลูกชิด
แป๊ะก๊วยน้ำวุ้น 15฿
อาหารแต่ละจานแริมาณน้อยมากๆๆๆๆ ประมาณไซต์ก๋วยเตี๋ยวเรือ ไงงั้น รสชาติไม่อร่อยซักอย่าง มาหนเดียวเข็ด
บริการช้ามากๆ",0
"ไม่เข้าใจว่าทำไมขื่อโจหลุยส์ไม่ว่าจะที่กรุงเทพหรือภูเก็ต ถ้าเปิดเป็นต้องมีสภาวะย่ำแย่ คือร้านเข้าพยายามทำให้มันดีแต่มันก็ไม่ดี จะไปแข่งกับ Le Siam ที่อยู่ข้างล่าง หมดสิทธิ์ ร้าน Le Siam ก็ตกแต่งแบบไทย แต่ให้บริการที่ดีกว่า ดูสะอาดกว่าเยอะเลย

ร้านอาหารโจหลุยส์กลายเป็นที่เก็บของภายในร้านก็มี กองอะไรไม่รู้เต็มไปหมด ด้านนอกร้านก็รกไม่น่ามอง  ฝรั่งขึ้นไปดูยังไม่เข้าไปกินกันเลย",0
"อุตสาห์ตั้งใจว่าจะไปลองร้านสบายใจไก่ย่าง เพระาเห็นว่าทางร้านได้รางวัลพระราชทานแล้วก็อยู่ใกล้ที่พักด้วยแค่เดินทะลุออกมาทางโรงแรมจาก ฟูราม่า เดินไปแค่ 300 เมตร สะดวกแต่ว่าไม่อร่อยอย่างแรง!!!
ครั้งขออนุญาติ ติแบบไม่มีชมค่ะ เริ่มจากคอหมูย่างแข็งแบบว่าหั่นไว้ตั้งแต่เมื่อวาน ยำรวมมิตร ปลาหมึกไม่สดมีกลินเหม็น ไก่ย่าง พอให้อภัยเพระาอังไฟมาอุ่นแต่ก็พอรู้ว่าไม่สดเนื่องจากด้านในแข็ง ตำหอยดองรสชาตใช่ได้ค่ะบอกว่าเผ็ดน้อยแต่มายังกับใส่พริกมาทั้งสวน แม่เจ้า ตั้งแต่เขียนรีวิวมาไม่เคย ติร้านไหนเท่านี้มาก่อน -*-
ตอนที่ไปที่ร้านเป็นเวลาบ่าย 3 โมง ก็แปลงใจอยู่ว่าวันนี้วันเสาร์ทำไมไม่มีคน พอเข้าแล้วถึงบางอ๋อค่ะ ",0
"ก้าวแรกจะรู้สึกว่าร้านแต่งน่ารักดี สวยดี มีขายเฟอนิเจอร์ด้วย เราจัดพอร์คชอปไป ;( สงสัยไม่เหมาะกับการเป็นร้านสเต๊ก ไม่อร่อยและ เนื้อเหนียวมาก หั่นยังไม่ขาด วันนั้นเลยไม่กินเลย กินไป2คำ เหนื่อยหั่น ? 

ส่วนพนักงานโอเคดี",0
"ไปช่วงตรุษจีน หน้าร้านดูน่ากิน เข้าไปนั่ง อากาศจะอบอ้าว ร้อนมาก
สั่งข้าวต้ม ยอมรับให้เครื่องเยอะมาก แต่เสียบรรยากาศตรงที่ผัดไท
ตอนสั่งต้องเขียนเท่านั้นนะ แม่ครัวคนสาวขี้เกียจจำ โต๊ะไหนลูกค้าไม่เขียนรายการอาหาร แม่ไม่ทำให้(ดุจัง) ตอนคิดตังค์ต้องละเอียดนิดหนึ่ง คิดตั้งสามรอบ ยังไม่ตรงกับที่คำนวนเองเลย
เสียความรู้สึก ทั้งที่คุณแม่แนะนำว่าร้านเก่าแก่ ของสด อร่อย แต่เมื่อไปลองกับไม่ตรงที่บอกมาเลย",0
ตั้งใจไว้ว่าร้านนี้น่าจะอร่อยเรื่องอาหารฟิวชั่น หรืออาหารอินเตอร์ แต่ไม่รู้เพราะสั่งผิดเมนูรึเปล่า แต่ต้องบอกว่าร้านนี้ไม่อร่อยเลย เคยไปกินร้านอาหารฟิวชั่น ร้าน Spoon ชั้นสองของโฮมโปร ฉลอง ซึ่งร้านนี้กลับอร่อยกว่าเยอะ บรรยากาศและบริการก็ดีกว่าด้วย ให้ความรู้สึกที่ผิดกันเลยระหว่างสองร้านนี้,0
ร้านนี้อยู่ที่seacon บางแค ชั้น4 ตรงข้ามร้าน ตำตำ  เริ่มจากชาเขียวไม่เข้ม ไม่หอม ส่วนรสชาติอาหารส่วนใหญ่เค็ม ไม่อร่อย สั่งคุโรบูตะทงคัตสึมา รสชาติเฉยๆ มันมาก(จากน้ำมันนะ) เกี๊ยวซ่าหมูก็ไม่อร่อย ไม่กรอบ มันน้ำมันมากเหมือนกัน,0
"สิ่งแรกที่สัมผัสจากร้านนี้คือเพลงในร้าน ซึ่งร็อคมาก เพราะอาจจะอยากให้เข้ากับบุคลิกร้านมั้งครับ แต่บางทีก็ร็อคไป เปิดเพลงสำรอกเสียงเลยก็มีผลต่อการนั่งในร้านทานอาหารนะครับ ตัวอาหารเองอร่อยนะครับ เรียกว่าน่าสนใจเลยทีเดียว แต่ว่าการบริการที่ไม่มี service mind ของบริกรนี้ทำเอาไม่อยากกินต่อเลย ตั้งแต่การยืนพิงเคาเตอร์แล้วไขว้ขารับออเดอร์ เหมือนคนหมดอารมณ์จะทำงาน ฯลฯ แต่ที่หนักสุดคือการที่จัดการกับอาหารที่ไม่สุก โดยผมได้ไก่ดิบมา พอเรียกบริกร สิ่งแรกที่ผมคาดหวังคือคำขอโทษ แต่บริกรเดินเข้ามาหยิบจานแล้วถือส่งเข้าครัวพร้อมพูดเสียงดังฟังชัดว่า ""เอาไปเวฟใหม่หน่อย เอาสุกๆ เลยนะ"" แล้วก็เดินออกไปนั่งข้างนอกเลย จนไก่สุกมาเสริฟใหม่ ก็เดินถือมาแบบไม่เต็มใจจะทำงาน แล้วก็วางจาน แล้วก็หันหน้าหนีไปเลย .. ผมไม่ต้องการจานใหม่ ไม่ต้องการเงินคืน ต้องการแค่คำว่าขอโทษเท่านั้น",0
"ได้มีโอกาศไปกินมา ขอรีวิคร่าวๆครับ

ส่ังข้าวtoppingเป็นปลาหมึกเผ็ดๆ

รสชาติเผ็ดมากจนสงสัยจ้าคนเกาหลีกินเผ็ดขนาดนี้เลยหรือ เผ็ดจนต้องส่ังน้ำเปล่าไปสองขวด(ค่าน้ำ40บาท)

ดูจากรูปลักษ์อาหารไม่น่าแพงถึงชามละ220บาท แค่เอาพวกผัก ปลาหมึกมาเรียงให้สวยๆ แต่ก่อนกินเค้าให้คลุกจนดูไม่น่ากินก็แปลกดี รสชาติโดยรวมธรรมดาถึงไม่ค่อยอร่อย (เผ็ดเกินไปนิด) ออเดิฟท่ีให้มาก็พอได้ อร่อยสุดน่าจะเป็นซุปไข่ ช่ืนคอดี ส่วนเพ่ือนท่ีไปด้วยกันส่ังเหมือนกันกินไปไม่เกิน5คำเลิกกินเลย ส่วนผมทนกินจนเกือบหมดเพราะเสียดายมันแพง",0
